OrderID,OrderDate,Branch,Category,MenuItem,Quantity,UnitPrice,OrderValue,OrderChannel,DeliveryPartner,PrepTimeMinutes,DeliveryTimeMinutes,TotalTimeMinutes,PaymentMethod,CustomerRating,WastageQuantityKg,Weather,DayType,OptimizationPhase
ORD005275,2023-05-21,Canary Wharf,Beverages,Coffee,1,3.0,3.0,Takeaway,N/A,10.5,0,10.5,Mobile Wallet,5,0.0,Rain,Weekend,Post-Optimization
ORD005276,2023-05-21,Canary Wharf,Mains,Margherita Pizza,3,11.0,33.0,Dine-In,N/A,14.7,0,14.7,Card,4,0.0,Rain,Weekend,Post-Optimization
ORD005277,2023-05-21,Kingston Upon Thames,Starters,Bruschetta,1,5.5,5.5,Delivery,In-House Rider,14.7,39.2,53.9,Card,4,0.0,Clear,Weekend,Post-Optimization
ORD005278,2023-05-21,Kingston Upon Thames,Starters,Soup of the Day,2,5.0,10.0,Delivery,Deliveroo,11.9,48.8,60.7,Mobile Wallet,5,0.0,Rain,Weekend,Post-Optimization
ORD005279,2023-05-21,Kingston Upon Thames,Beverages,Coffee,1,3.0,3.0,Delivery,In-House Rider,19.6,28.0,47.6,Mobile Wallet,5,0.0,Clear,Weekend,Post-Optimization
ORD005280,2023-05-21,Greenwich Riverside,Desserts,Chocolate Brownie,1,5.5,5.5,Delivery,In-House Rider,10.5,41.6,52.1,Mobile Wallet,4,0.0,Clear,Weekend,Post-Optimization
ORD005281,2023-05-21,Camden High Street,Desserts,Chocolate Brownie,3,5.5,16.5,Dine-In,N/A,18.9,0,18.9,Mobile Wallet,2,0.0,Clear,Weekend,Post-Optimization
ORD005282,2023-05-21,Kingston Upon Thames,Starters,Calamari,1,7.0,7.0,Dine-In,N/A,9.8,0,9.8,Cash,4,0.0,Clear,Weekend,Post-Optimization
ORD005283,2023-05-21,Canary Wharf,Beverages,Coffee,1,3.0,3.0,Dine-In,N/A,16.1,0,16.1,Mobile Wallet,4,0.0,Clear,Weekend,Post-Optimization
ORD005284,2023-05-21,Canary Wharf,Beverages,Soft Drink,1,2.5,2.5,Dine-In,N/A,12.6,0,12.6,Mobile Wallet,5,0.0,Cloudy,Weekend,Post-Optimization
ORD005285,2023-05-21,Shoreditch East,Starters,Calamari,1,7.0,7.0,Takeaway,N/A,11.2,0,11.2,Cash,4,0.69,Clear,Weekend,Post-Optimization
ORD005286,2023-05-21,Kingston Upon Thames,Starters,Calamari,2,7.0,14.0,Takeaway,N/A,11.9,0,11.9,Cash,1,0.0,Rain,Weekend,Post-Optimization
ORD005287,2023-05-21,Camden High Street,Starters,Bruschetta,1,5.5,5.5,Delivery,Uber Eats,13.3,21.6,34.9,Mobile Wallet,5,0.0,Clear,Weekend,Post-Optimization
ORD005288,2023-05-21,Greenwich Riverside,Starters,Soup of the Day,2,5.0,10.0,Delivery,Uber Eats,16.8,36.0,52.8,Cash,2,0.0,Clear,Weekend,Post-Optimization
ORD005289,2023-05-21,Greenwich Riverside,Starters,Bruschetta,3,5.5,16.5,Dine-In,N/A,13.3,0,13.3,Cash,5,0.24,Clear,Weekend,Post-Optimization
ORD005290,2023-05-21,Camden High Street,Desserts,Tiramisu,3,6.5,19.5,Delivery,Uber Eats,11.2,40.8,52.0,Cash,4,0.0,Cloudy,Weekend,Post-Optimization
ORD005291,2023-05-21,Kingston Upon Thames,Mains,Fish & Chips,3,12.0,36.0,Takeaway,N/A,14.7,0,14.7,Cash,5,0.0,Cloudy,Weekend,Post-Optimization
ORD005292,2023-05-21,Camden High Street,Starters,Calamari,1,7.0,7.0,Takeaway,N/A,11.9,0,11.9,Cash,5,0.0,Clear,Weekend,Post-Optimization
ORD005293,2023-05-21,Camden High Street,Mains,Fish & Chips,1,12.0,12.0,Dine-In,N/A,21.0,0,21.0,Mobile Wallet,5,0.0,Rain,Weekend,Post-Optimization
ORD005294,2023-05-21,Kingston Upon Thames,Mains,Grilled Salmon,1,16.0,16.0,Dine-In,N/A,16.1,0,16.1,Mobile Wallet,4,0.0,Clear,Weekend,Post-Optimization
ORD005295,2023-05-21,Greenwich Riverside,Mains,Grilled Salmon,2,16.0,32.0,Delivery,Just Eat,20.3,28.0,48.3,Cash,3,0.0,Cloudy,Weekend,Post-Optimization
ORD005296,2023-05-21,Kingston Upon Thames,Mains,Fish & Chips,2,12.0,24.0,Takeaway,N/A,18.2,0,18.2,Card,5,0.0,Clear,Weekend,Post-Optimization
ORD005297,2023-05-21,Greenwich Riverside,Desserts,Chocolate Brownie,1,5.5,5.5,Dine-In,N/A,18.9,0,18.9,Cash,5,0.11,Rain,Weekend,Post-Optimization
ORD005298,2023-05-21,Canary Wharf,Mains,Fish & Chips,3,12.0,36.0,Dine-In,N/A,15.4,0,15.4,Cash,5,0.0,Clear,Weekend,Post-Optimization
ORD005299,2023-05-21,Greenwich Riverside,Desserts,Chocolate Brownie,1,5.5,5.5,Takeaway,N/A,18.9,0,18.9,Mobile Wallet,4,0.0,Cloudy,Weekend,Post-Optimization
ORD005300,2023-05-21,Shoreditch East,Mains,Margherita Pizza,1,11.0,11.0,Dine-In,N/A,18.2,0,18.2,Mobile Wallet,4,0.0,Clear,Weekend,Post-Optimization
ORD005301,2023-05-21,Canary Wharf,Starters,Garlic Bread,1,4.5,4.5,Dine-In,N/A,11.9,0,11.9,Cash,5,0.0,Clear,Weekend,Post-Optimization
ORD005302,2023-05-21,Greenwich Riverside,Beverages,Coffee,2,3.0,6.0,Dine-In,N/A,17.5,0,17.5,Card,5,0.0,Cloudy,Weekend,Post-Optimization
ORD005303,2023-05-21,Greenwich Riverside,Beverages,Fresh Juice,2,3.5,7.0,Dine-In,N/A,12.6,0,12.6,Card,3,0.0,Rain,Weekend,Post-Optimization
ORD005304,2023-05-21,Camden High Street,Mains,Margherita Pizza,1,11.0,11.0,Dine-In,N/A,20.3,0,20.3,Cash,2,0.0,Rain,Weekend,Post-Optimization
ORD005305,2023-05-21,Camden High Street,Desserts,Ice Cream Sundae,1,5.0,5.0,Delivery,Just Eat,20.3,21.6,41.9,Cash,3,0.0,Clear,Weekend,Post-Optimization
ORD005306,2023-05-21,Canary Wharf,Beverages,Milkshake,1,4.0,4.0,Dine-In,N/A,18.9,0,18.9,Card,5,0.0,Cloudy,Weekend,Post-Optimization
ORD005307,2023-05-21,Greenwich Riverside,Mains,Veg Stir Fry,1,9.5,9.5,Takeaway,N/A,16.1,0,16.1,Mobile Wallet,4,0.0,Rain,Weekend,Post-Optimization
ORD005308,2023-05-21,Shoreditch East,Desserts,Cheesecake,1,6.0,6.0,Delivery,Just Eat,11.9,33.6,45.5,Cash,5,0.0,Clear,Weekend,Post-Optimization
ORD005309,2023-05-21,Greenwich Riverside,Starters,Bruschetta,1,5.5,5.5,Dine-In,N/A,16.8,0,16.8,Mobile Wallet,1,0.0,Clear,Weekend,Post-Optimization
ORD005310,2023-05-21,Kingston Upon Thames,Starters,Calamari,1,7.0,7.0,Delivery,Just Eat,16.8,30.4,47.2,Mobile Wallet,5,0.0,Clear,Weekend,Post-Optimization
ORD005311,2023-05-21,Canary Wharf,Desserts,Ice Cream Sundae,2,5.0,10.0,Takeaway,N/A,13.3,0,13.3,Cash,4,0.0,Clear,Weekend,Post-Optimization
ORD005312,2023-05-21,Kingston Upon Thames,Mains,Chicken Tikka Masala,1,13.5,13.5,Takeaway,N/A,11.9,0,11.9,Card,3,0.0,Rain,Weekend,Post-Optimization
ORD005313,2023-05-22,Kingston Upon Thames,Beverages,Fresh Juice,1,3.5,3.5,Dine-In,N/A,17.5,0,17.5,Card,5,0.0,Clear,Weekday,Post-Optimization
ORD005314,2023-05-22,Canary Wharf,Starters,Garlic Bread,1,4.5,4.5,Delivery,Uber Eats,12.6,32.8,45.4,Cash,5,0.0,Clear,Weekday,Post-Optimization
ORD005315,2023-05-22,Camden High Street,Beverages,Fresh Juice,1,3.5,3.5,Delivery,Deliveroo,14.7,26.4,41.1,Mobile Wallet,4,0.13,Cloudy,Weekday,Post-Optimization
ORD005316,2023-05-22,Canary Wharf,Mains,Beef Burger,2,10.5,21.0,Dine-In,N/A,11.2,0,11.2,Cash,5,0.0,Clear,Weekday,Post-Optimization
ORD005317,2023-05-22,Canary Wharf,Starters,Calamari,3,7.0,21.0,Takeaway,N/A,18.9,0,18.9,Mobile Wallet,5,0.0,Clear,Weekday,Post-Optimization
ORD005318,2023-05-22,Camden High Street,Mains,Chicken Tikka Masala,1,13.5,13.5,Dine-In,N/A,14.0,0,14.0,Card,3,0.0,Clear,Weekday,Post-Optimization
ORD005319,2023-05-22,Canary Wharf,Desserts,Chocolate Brownie,2,5.5,11.0,Dine-In,N/A,14.0,0,14.0,Mobile Wallet,5,0.0,Cloudy,Weekday,Post-Optimization
ORD005320,2023-05-22,Greenwich Riverside,Starters,Soup of the Day,1,5.0,5.0,Takeaway,N/A,14.7,0,14.7,Card,2,0.0,Rain,Weekday,Post-Optimization
ORD005321,2023-05-22,Kingston Upon Thames,Mains,Grilled Salmon,2,16.0,32.0,Delivery,Just Eat,10.5,25.6,36.1,Cash,4,0.0,Clear,Weekday,Post-Optimization
ORD005322,2023-05-22,Greenwich Riverside,Mains,Margherita Pizza,1,11.0,11.0,Delivery,Just Eat,10.5,42.4,52.9,Mobile Wallet,4,0.0,Rain,Weekday,Post-Optimization
ORD005323,2023-05-22,Greenwich Riverside,Starters,Bruschetta,1,5.5,5.5,Takeaway,N/A,14.7,0,14.7,Cash,2,0.0,Rain,Weekday,Post-Optimization
ORD005324,2023-05-22,Camden High Street,Beverages,Soft Drink,1,2.5,2.5,Dine-In,N/A,16.1,0,16.1,Mobile Wallet,5,0.0,Clear,Weekday,Post-Optimization
ORD005325,2023-05-22,Canary Wharf,Starters,Calamari,1,7.0,7.0,Delivery,Just Eat,20.3,37.6,57.9,Card,5,0.0,Cloudy,Weekday,Post-Optimization
ORD005326,2023-05-22,Kingston Upon Thames,Desserts,Cheesecake,3,6.0,18.0,Dine-In,N/A,11.2,0,11.2,Mobile Wallet,4,0.0,Clear,Weekday,Post-Optimization
ORD005327,2023-05-22,Greenwich Riverside,Starters,Garlic Bread,1,4.5,4.5,Delivery,Just Eat,18.9,40.8,59.7,Cash,2,0.0,Rain,Weekday,Post-Optimization
ORD005328,2023-05-22,Camden High Street,Mains,Veg Stir Fry,2,9.5,19.0,Dine-In,N/A,19.6,0,19.6,Cash,5,0.0,Clear,Weekday,Post-Optimization
ORD005329,2023-05-22,Kingston Upon Thames,Beverages,Coffee,1,3.0,3.0,Delivery,Deliveroo,20.3,44.0,64.3,Mobile Wallet,4,0.0,Cloudy,Weekday,Post-Optimization
ORD005330,2023-05-22,Greenwich Riverside,Starters,Bruschetta,1,5.5,5.5,Takeaway,N/A,15.4,0,15.4,Mobile Wallet,3,0.0,Clear,Weekday,Post-Optimization
ORD005331,2023-05-22,Camden High Street,Mains,Veg Stir Fry,2,9.5,19.0,Dine-In,N/A,15.4,0,15.4,Cash,3,0.0,Clear,Weekday,Post-Optimization
ORD005332,2023-05-22,Kingston Upon Thames,Desserts,Chocolate Brownie,1,5.5,5.5,Delivery,Uber Eats,9.8,28.8,38.6,Card,4,0.14,Clear,Weekday,Post-Optimization
ORD005333,2023-05-22,Shoreditch East,Beverages,Fresh Juice,1,3.5,3.5,Dine-In,N/A,11.2,0,11.2,Card,5,0.0,Rain,Weekday,Post-Optimization
ORD005334,2023-05-22,Greenwich Riverside,Mains,Fish & Chips,1,12.0,12.0,Dine-In,N/A,18.9,0,18.9,Card,5,0.0,Clear,Weekday,Post-Optimization
ORD005335,2023-05-22,Canary Wharf,Mains,Beef Burger,3,10.5,31.5,Dine-In,N/A,16.1,0,16.1,Card,5,0.0,Clear,Weekday,Post-Optimization
ORD005336,2023-05-22,Camden High Street,Mains,Veg Stir Fry,4,9.5,38.0,Dine-In,N/A,10.5,0,10.5,Mobile Wallet,5,0.0,Clear,Weekday,Post-Optimization
ORD005337,2023-05-22,Canary Wharf,Beverages,Milkshake,1,4.0,4.0,Takeaway,N/A,18.9,0,18.9,Mobile Wallet,5,0.0,Cloudy,Weekday,Post-Optimization
ORD005338,2023-05-22,Camden High Street,Starters,Calamari,1,7.0,7.0,Dine-In,N/A,12.6,0,12.6,Mobile Wallet,4,0.0,Clear,Weekday,Post-Optimization
ORD005339,2023-05-22,Kingston Upon Thames,Starters,Soup of the Day,3,5.0,15.0,Takeaway,N/A,17.5,0,17.5,Mobile Wallet,4,0.0,Cloudy,Weekday,Post-Optimization
ORD005340,2023-05-22,Kingston Upon Thames,Beverages,Milkshake,2,4.0,8.0,Dine-In,N/A,12.6,0,12.6,Mobile Wallet,3,0.0,Cloudy,Weekday,Post-Optimization
ORD005341,2023-05-22,Camden High Street,Starters,Bruschetta,1,5.5,5.5,Dine-In,N/A,19.6,0,19.6,Card,5,0.0,Clear,Weekday,Post-Optimization
ORD005342,2023-05-22,Camden High Street,Starters,Calamari,1,7.0,7.0,Dine-In,N/A,14.0,0,14.0,Cash,3,0.0,Clear,Weekday,Post-Optimization
ORD005343,2023-05-22,Shoreditch East,Starters,Bruschetta,1,5.5,5.5,Dine-In,N/A,17.5,0,17.5,Mobile Wallet,3,0.0,Clear,Weekday,Post-Optimization
ORD005344,2023-05-22,Shoreditch East,Beverages,Milkshake,1,4.0,4.0,Dine-In,N/A,12.6,0,12.6,Cash,5,0.0,Clear,Weekday,Post-Optimization
ORD005345,2023-05-22,Kingston Upon Thames,Desserts,Ice Cream Sundae,2,5.0,10.0,Delivery,In-House Rider,18.9,36.8,55.7,Card,3,0.0,Clear,Weekday,Post-Optimization
ORD005346,2023-05-22,Kingston Upon Thames,Starters,Calamari,1,7.0,7.0,Dine-In,N/A,16.8,0,16.8,Cash,4,0.0,Clear,Weekday,Post-Optimization
ORD005347,2023-05-22,Camden High Street,Beverages,Soft Drink,3,2.5,7.5,Dine-In,N/A,20.3,0,20.3,Cash,3,0.19,Clear,Weekday,Post-Optimization
ORD005348,2023-05-22,Shoreditch East,Mains,Chicken Tikka Masala,1,13.5,13.5,Dine-In,N/A,14.0,0,14.0,Mobile Wallet,4,0.0,Clear,Weekday,Post-Optimization
ORD005349,2023-05-22,Kingston Upon Thames,Mains,Beef Burger,2,10.5,21.0,Takeaway,N/A,20.3,0,20.3,Cash,3,0.14,Clear,Weekday,Post-Optimization
ORD005350,2023-05-22,Camden High Street,Mains,Fish & Chips,3,12.0,36.0,Dine-In,N/A,16.8,0,16.8,Card,5,0.0,Clear,Weekday,Post-Optimization
ORD005351,2023-05-22,Camden High Street,Beverages,Soft Drink,1,2.5,2.5,Delivery,Just Eat,14.0,25.6,39.6,Mobile Wallet,5,0.0,Clear,Weekday,Post-Optimization
ORD005352,2023-05-22,Shoreditch East,Starters,Garlic Bread,1,4.5,4.5,Delivery,Deliveroo,19.6,32.8,52.4,Mobile Wallet,1,0.0,Clear,Weekday,Post-Optimization
ORD005353,2023-05-22,Shoreditch East,Beverages,Milkshake,1,4.0,4.0,Dine-In,N/A,11.9,0,11.9,Card,3,0.0,Clear,Weekday,Post-Optimization
ORD005354,2023-05-22,Greenwich Riverside,Mains,Veg Stir Fry,1,9.5,9.5,Delivery,Uber Eats,10.5,20.8,31.3,Mobile Wallet,4,0.0,Cloudy,Weekday,Post-Optimization
ORD005355,2023-05-23,Kingston Upon Thames,Mains,Grilled Salmon,1,16.0,16.0,Delivery,In-House Rider,18.2,44.0,62.2,Card,3,0.0,Rain,Weekday,Post-Optimization
ORD005356,2023-05-23,Shoreditch East,Mains,Fish & Chips,1,12.0,12.0,Dine-In,N/A,11.9,0,11.9,Card,5,0.39,Cloudy,Weekday,Post-Optimization
ORD005357,2023-05-23,Kingston Upon Thames,Starters,Bruschetta,2,5.5,11.0,Takeaway,N/A,14.0,0,14.0,Card,5,0.07,Clear,Weekday,Post-Optimization
ORD005358,2023-05-23,Canary Wharf,Mains,Veg Stir Fry,2,9.5,19.0,Delivery,Deliveroo,15.4,47.2,62.6,Card,3,0.0,Clear,Weekday,Post-Optimization
ORD005359,2023-05-23,Canary Wharf,Desserts,Chocolate Brownie,2,5.5,11.0,Dine-In,N/A,9.8,0,9.8,Cash,4,0.0,Rain,Weekday,Post-Optimization
ORD005360,2023-05-23,Greenwich Riverside,Desserts,Tiramisu,1,6.5,6.5,Delivery,In-House Rider,17.5,44.8,62.3,Card,4,0.0,Rain,Weekday,Post-Optimization
ORD005361,2023-05-23,Canary Wharf,Starters,Soup of the Day,1,5.0,5.0,Takeaway,N/A,19.6,0,19.6,Card,3,0.0,Clear,Weekday,Post-Optimization
ORD005362,2023-05-23,Kingston Upon Thames,Starters,Garlic Bread,1,4.5,4.5,Delivery,Just Eat,20.3,28.0,48.3,Mobile Wallet,4,0.0,Cloudy,Weekday,Post-Optimization
ORD005363,2023-05-23,Kingston Upon Thames,Beverages,Fresh Juice,2,3.5,7.0,Delivery,Deliveroo,15.4,34.4,49.8,Mobile Wallet,4,0.32,Clear,Weekday,Post-Optimization
ORD005364,2023-05-23,Kingston Upon Thames,Desserts,Cheesecake,1,6.0,6.0,Dine-In,N/A,14.0,0,14.0,Card,2,0.0,Rain,Weekday,Post-Optimization
ORD005365,2023-05-23,Canary Wharf,Starters,Bruschetta,1,5.5,5.5,Takeaway,N/A,9.8,0,9.8,Card,4,0.0,Clear,Weekday,Post-Optimization
ORD005366,2023-05-23,Camden High Street,Mains,Grilled Salmon,1,16.0,16.0,Takeaway,N/A,13.3,0,13.3,Card,2,0.0,Rain,Weekday,Post-Optimization
ORD005367,2023-05-23,Kingston Upon Thames,Mains,Beef Burger,3,10.5,31.5,Dine-In,N/A,18.9,0,18.9,Mobile Wallet,5,0.95,Clear,Weekday,Post-Optimization
ORD005368,2023-05-23,Greenwich Riverside,Mains,Margherita Pizza,1,11.0,11.0,Takeaway,N/A,9.8,0,9.8,Card,3,0.0,Clear,Weekday,Post-Optimization
ORD005369,2023-05-23,Canary Wharf,Mains,Beef Burger,1,10.5,10.5,Dine-In,N/A,11.2,0,11.2,Card,3,0.0,Cloudy,Weekday,Post-Optimization
ORD005370,2023-05-23,Greenwich Riverside,Mains,Chicken Tikka Masala,1,13.5,13.5,Takeaway,N/A,14.7,0,14.7,Mobile Wallet,5,0.0,Clear,Weekday,Post-Optimization
ORD005371,2023-05-23,Greenwich Riverside,Mains,Veg Stir Fry,1,9.5,9.5,Takeaway,N/A,16.1,0,16.1,Card,5,1.04,Cloudy,Weekday,Post-Optimization
ORD005372,2023-05-23,Kingston Upon Thames,Mains,Veg Stir Fry,2,9.5,19.0,Dine-In,N/A,19.6,0,19.6,Card,3,0.0,Clear,Weekday,Post-Optimization
ORD005373,2023-05-23,Camden High Street,Mains,Chicken Tikka Masala,1,13.5,13.5,Dine-In,N/A,11.9,0,11.9,Card,4,0.0,Rain,Weekday,Post-Optimization
ORD005374,2023-05-23,Shoreditch East,Desserts,Cheesecake,2,6.0,12.0,Takeaway,N/A,16.8,0,16.8,Mobile Wallet,4,0.0,Clear,Weekday,Post-Optimization
ORD005375,2023-05-23,Shoreditch East,Starters,Soup of the Day,2,5.0,10.0,Dine-In,N/A,13.3,0,13.3,Card,3,0.0,Rain,Weekday,Post-Optimization
ORD005376,2023-05-23,Shoreditch East,Beverages,Soft Drink,1,2.5,2.5,Dine-In,N/A,14.7,0,14.7,Mobile Wallet,5,0.0,Clear,Weekday,Post-Optimization
ORD005377,2023-05-23,Shoreditch East,Mains,Fish & Chips,1,12.0,12.0,Delivery,Uber Eats,19.6,30.4,50.0,Mobile Wallet,4,0.32,Clear,Weekday,Post-Optimization
ORD005378,2023-05-23,Greenwich Riverside,Mains,Chicken Tikka Masala,3,13.5,40.5,Takeaway,N/A,14.7,0,14.7,Mobile Wallet,4,0.0,Rain,Weekday,Post-Optimization
ORD005379,2023-05-23,Greenwich Riverside,Mains,Fish & Chips,1,12.0,12.0,Dine-In,N/A,14.7,0,14.7,Cash,5,0.0,Rain,Weekday,Post-Optimization
ORD005380,2023-05-23,Greenwich Riverside,Beverages,Coffee,4,3.0,12.0,Takeaway,N/A,19.6,0,19.6,Cash,4,0.0,Clear,Weekday,Post-Optimization
ORD005381,2023-05-24,Camden High Street,Beverages,Coffee,2,3.0,6.0,Dine-In,N/A,11.9,0,11.9,Card,4,0.0,Clear,Weekday,Post-Optimization
ORD005382,2023-05-24,Greenwich Riverside,Starters,Soup of the Day,4,5.0,20.0,Delivery,Uber Eats,19.6,36.0,55.6,Card,3,0.0,Clear,Weekday,Post-Optimization
ORD005383,2023-05-24,Canary Wharf,Beverages,Coffee,1,3.0,3.0,Takeaway,N/A,14.7,0,14.7,Cash,5,0.0,Clear,Weekday,Post-Optimization
ORD005384,2023-05-24,Camden High Street,Beverages,Fresh Juice,1,3.5,3.5,Delivery,In-House Rider,19.6,26.4,46.0,Cash,4,0.0,Clear,Weekday,Post-Optimization
ORD005385,2023-05-24,Camden High Street,Starters,Calamari,1,7.0,7.0,Takeaway,N/A,18.2,0,18.2,Mobile Wallet,5,0.0,Rain,Weekday,Post-Optimization
ORD005386,2023-05-24,Shoreditch East,Mains,Beef Burger,1,10.5,10.5,Delivery,In-House Rider,16.8,28.8,45.6,Cash,4,0.0,Clear,Weekday,Post-Optimization
ORD005387,2023-05-24,Kingston Upon Thames,Starters,Soup of the Day,1,5.0,5.0,Delivery,Deliveroo,19.6,36.0,55.6,Mobile Wallet,5,0.0,Clear,Weekday,Post-Optimization
ORD005388,2023-05-24,Canary Wharf,Mains,Veg Stir Fry,1,9.5,9.5,Dine-In,N/A,12.6,0,12.6,Mobile Wallet,3,0.0,Rain,Weekday,Post-Optimization
ORD005389,2023-05-24,Camden High Street,Starters,Bruschetta,1,5.5,5.5,Delivery,Deliveroo,18.9,44.8,63.7,Card,4,0.9,Clear,Weekday,Post-Optimization
ORD005390,2023-05-24,Greenwich Riverside,Beverages,Soft Drink,2,2.5,5.0,Dine-In,N/A,11.2,0,11.2,Card,5,0.0,Clear,Weekday,Post-Optimization
ORD005391,2023-05-24,Shoreditch East,Desserts,Tiramisu,1,6.5,6.5,Delivery,Uber Eats,21.0,30.4,51.4,Cash,3,0.0,Clear,Weekday,Post-Optimization
ORD005392,2023-05-24,Greenwich Riverside,Starters,Soup of the Day,4,5.0,20.0,Dine-In,N/A,13.3,0,13.3,Mobile Wallet,5,0.0,Rain,Weekday,Post-Optimization
ORD005393,2023-05-24,Shoreditch East,Mains,Grilled Salmon,1,16.0,16.0,Dine-In,N/A,11.9,0,11.9,Cash,3,0.27,Rain,Weekday,Post-Optimization
ORD005394,2023-05-24,Shoreditch East,Beverages,Fresh Juice,1,3.5,3.5,Takeaway,N/A,18.2,0,18.2,Card,4,0.0,Clear,Weekday,Post-Optimization
ORD005395,2023-05-24,Shoreditch East,Mains,Grilled Salmon,2,16.0,32.0,Dine-In,N/A,13.3,0,13.3,Cash,5,0.44,Cloudy,Weekday,Post-Optimization
ORD005396,2023-05-24,Shoreditch East,Mains,Chicken Tikka Masala,1,13.5,13.5,Dine-In,N/A,14.7,0,14.7,Mobile Wallet,3,0.0,Clear,Weekday,Post-Optimization
ORD005397,2023-05-24,Kingston Upon Thames,Starters,Bruschetta,1,5.5,5.5,Dine-In,N/A,20.3,0,20.3,Card,3,0.0,Clear,Weekday,Post-Optimization
ORD005398,2023-05-24,Canary Wharf,Starters,Soup of the Day,4,5.0,20.0,Delivery,In-House Rider,11.2,20.8,32.0,Card,4,0.46,Cloudy,Weekday,Post-Optimization
ORD005399,2023-05-24,Kingston Upon Thames,Mains,Margherita Pizza,2,11.0,22.0,Delivery,Uber Eats,13.3,36.8,50.1,Mobile Wallet,4,0.0,Cloudy,Weekday,Post-Optimization
ORD005400,2023-05-24,Canary Wharf,Desserts,Chocolate Brownie,1,5.5,5.5,Delivery,Uber Eats,20.3,35.2,55.5,Cash,3,0.0,Cloudy,Weekday,Post-Optimization
ORD005401,2023-05-24,Kingston Upon Thames,Beverages,Coffee,3,3.0,9.0,Takeaway,N/A,11.2,0,11.2,Cash,3,0.0,Clear,Weekday,Post-Optimization
ORD005402,2023-05-24,Greenwich Riverside,Beverages,Coffee,1,3.0,3.0,Delivery,Uber Eats,12.6,20.0,32.6,Card,5,0.0,Rain,Weekday,Post-Optimization
ORD005403,2023-05-24,Canary Wharf,Mains,Veg Stir Fry,4,9.5,38.0,Delivery,Deliveroo,20.3,36.8,57.1,Card,4,1.13,Cloudy,Weekday,Post-Optimization
ORD005404,2023-05-24,Camden High Street,Starters,Soup of the Day,2,5.0,10.0,Takeaway,N/A,15.4,0,15.4,Card,2,0.0,Clear,Weekday,Post-Optimization
ORD005405,2023-05-24,Kingston Upon Thames,Beverages,Milkshake,1,4.0,4.0,Delivery,Deliveroo,11.9,28.0,39.9,Cash,5,0.0,Rain,Weekday,Post-Optimization
ORD005406,2023-05-24,Shoreditch East,Starters,Soup of the Day,1,5.0,5.0,Takeaway,N/A,18.2,0,18.2,Mobile Wallet,4,0.0,Clear,Weekday,Post-Optimization
ORD005407,2023-05-24,Canary Wharf,Beverages,Milkshake,1,4.0,4.0,Dine-In,N/A,11.9,0,11.9,Card,4,0.0,Clear,Weekday,Post-Optimization
ORD005408,2023-05-24,Greenwich Riverside,Mains,Grilled Salmon,2,16.0,32.0,Takeaway,N/A,9.8,0,9.8,Cash,5,0.0,Clear,Weekday,Post-Optimization
ORD005409,2023-05-24,Canary Wharf,Desserts,Tiramisu,1,6.5,6.5,Dine-In,N/A,15.4,0,15.4,Cash,5,0.0,Cloudy,Weekday,Post-Optimization
ORD005410,2023-05-24,Greenwich Riverside,Mains,Chicken Tikka Masala,2,13.5,27.0,Dine-In,N/A,12.6,0,12.6,Card,1,0.0,Clear,Weekday,Post-Optimization
ORD005411,2023-05-24,Greenwich Riverside,Beverages,Fresh Juice,2,3.5,7.0,Dine-In,N/A,18.9,0,18.9,Cash,4,0.0,Rain,Weekday,Post-Optimization
ORD005412,2023-05-24,Shoreditch East,Mains,Chicken Tikka Masala,1,13.5,13.5,Dine-In,N/A,12.6,0,12.6,Mobile Wallet,2,0.0,Clear,Weekday,Post-Optimization
ORD005413,2023-05-24,Canary Wharf,Desserts,Tiramisu,1,6.5,6.5,Takeaway,N/A,18.2,0,18.2,Mobile Wallet,4,0.0,Clear,Weekday,Post-Optimization
ORD005414,2023-05-24,Shoreditch East,Desserts,Cheesecake,1,6.0,6.0,Delivery,Deliveroo,19.6,44.8,64.4,Cash,5,0.0,Rain,Weekday,Post-Optimization
ORD005415,2023-05-24,Kingston Upon Thames,Desserts,Cheesecake,1,6.0,6.0,Dine-In,N/A,20.3,0,20.3,Cash,5,0.0,Clear,Weekday,Post-Optimization
ORD005416,2023-05-25,Shoreditch East,Starters,Garlic Bread,2,4.5,9.0,Takeaway,N/A,10.5,0,10.5,Mobile Wallet,5,0.0,Clear,Weekday,Post-Optimization
ORD005417,2023-05-25,Greenwich Riverside,Beverages,Soft Drink,1,2.5,2.5,Delivery,Uber Eats,12.6,49.6,62.2,Mobile Wallet,5,0.0,Cloudy,Weekday,Post-Optimization
ORD005418,2023-05-25,Kingston Upon Thames,Desserts,Cheesecake,2,6.0,12.0,Dine-In,N/A,11.9,0,11.9,Mobile Wallet,4,0.0,Rain,Weekday,Post-Optimization
ORD005419,2023-05-25,Shoreditch East,Mains,Grilled Salmon,1,16.0,16.0,Dine-In,N/A,15.4,0,15.4,Mobile Wallet,4,0.43,Clear,Weekday,Post-Optimization
ORD005420,2023-05-25,Shoreditch East,Mains,Margherita Pizza,1,11.0,11.0,Delivery,Uber Eats,10.5,42.4,52.9,Mobile Wallet,5,0.0,Cloudy,Weekday,Post-Optimization
ORD005421,2023-05-25,Canary Wharf,Desserts,Cheesecake,2,6.0,12.0,Dine-In,N/A,20.3,0,20.3,Cash,5,0.0,Rain,Weekday,Post-Optimization
